Destination,Duration(days),Travelerage,Travelergender,Travelernationality,Accommodationtype,Accommodationcost,Transportationtype,Transportationcost
"Phuket, Thailand",7,24.0,Female,American,Airbnb,1000,Car,700
"Amsterdam, Netherlands",11,41.0,Female,Korean,Airbnb,350,Bus,2000
"Cancun, Mexico",12,31.0,Male,Korean,Resort,200,Train,500
Bali,8,35.0,Male,Canada,Hotel,900,Plane,700
Paris,14,29.0,Female,American,Airbnb,300,Plane,700
"Barcelona, Spain",7,38.0,Male,Australian,Hotel,900,Car,800
Rome,7,35.0,Female,Korean,Airbnb,1500,Car rental,2500
"Barcelona, Spain",14,25.0,Female,Vietnamese,Hotel,800,Plane,1000
"Auckland, New Zealand",7,28.0,Male,Vietnamese,Hotel,400,Plane,800
"Amsterdam, Netherlands",7,47.0,Female,Dutch,Resort,2200,Bus,700
Bangkok,7,39.0,Female,Emirati,Hotel,7000,Train,700
"Tokyo, Japan",11,45.0,Female,Spanish,Hostel,500,Car,1000
"Marrakech, Morocco",9,27.0,Female,Indian,Hotel,500,Car rental,100
"Marrakech, Morocco",12,28.0,Female,Chinese,Resort,2000,Train,500
"New York City, USA",7,28.0,Male,British,Hostel,1000,Plane,600
Australia,8,25.0,Male,Italian,Hostel,700,Plane,1200
Cape Town,8,27.0,Female,Japan,Hostel,1200,Car,600
"Cancun, Mexico",12,27.0,Male,Spanish,Airbnb,800,Car rental,50
"Rio de Janeiro, Brazil",7,29.0,Male,Australian,Airbnb,600,Train,500
"Athens, Greece",8,31.0,Male,Hong Kong,Resort,900,Plane,800
"Marrakech, Morocco",7,31.0,Female,Canadian,Airbnb,300,Plane,700
"New York, USA",8,26.0,Female,British,Vacation rental,300,Train,700
"New York, USA",11,25.0,Female,American,Airbnb,400,Plane,800
"New York, USA",7,41.0,Female,American,Hotel,400,Plane,600
Brazil,7,34.0,Male,Spanish,Hotel,800,Car,1000
Paris,10,32.0,Male,American,Hotel,500,Plane,1000
Tokyo,8,28.0,Female,Indian,Hotel,3000,Airplane,600
"Sydney, Australia",10,29.0,Female,Spanish,Hotel,900,Bus,800
"Paris, France",12,42.0,Female,American,Hostel,800,Car rental,150
Tokyo,12,46.0,Female,UK,Airbnb,700,Plane,1000
London,8,23.0,Female,American,Vacation rental,1200,Car rental,600
Dubai,8,20.0,Male,British,Resort,1000,Plane,200
Tokyo,7,27.0,Male,South African,Hotel,400,Plane,900
Sydney,10,42.0,Male,Italy,Airbnb,1500,Train,700
"Tokyo, Japan",8,42.0,Female,Indian,Vacation rental,1200,Train,800
Cape Town,12,29.0,Male,Spanish,Hostel,600,Car,100
"Cancun, Mexico",7,31.0,Male,Korean,Resort,800,Car rental,500
Thailand,8,41.0,Female,United Arab Emirates,Hostel,1000,Flight,700
Canada,11,34.0,Male,Canadian,Hostel,1000,Plane,500
Phuket,12,27.0,Female,United Arab Emirates,Hotel,2500,Plane,100
"Berlin, Germany",14,27.0,Male,Spanish,Airbnb,8000,Plane,500
"Tokyo, Japan",7,39.0,Male,Chinese,Resort,900,Car rental,2000
Sydney,7,28.0,Male,Vietnamese,Villa,600,Train,150
"Barcelona, Spain",7,26.0,Male,American,Airbnb,3000,Flight,2500
"Bali, Indonesia",12,29.0,Male,Brazilian,Hostel,500,Airplane,250
"Paris, France",7,35.0,Male,Indian,Hotel,500,Plane,1500
"Berlin, Germany",8,29.0,Female,Italian,Airbnb,2200,Flight,80
New York,7,38.0,Male,American,Airbnb,900,Plane,700
"Sydney, Aus",7,31.0,Female,Chinese,Resort,1000,Train,200
New York,8,29.0,Female,American,Hotel,1000,Train,800
"Rio de Janeiro, Brazil",8,45.0,Male,Japanese,Airbnb,1100,Flight,800
Australia,7,29.0,Male,Italian,Airbnb,2000,Airplane,120
London,7,45.0,Female,British,Airbnb,1200,Train,400
"Tokyo, Japan",8,29.0,Male,Korean,Riad,500,Airplane,1000
Barcelona,12,46.0,Male,South African,Hostel,1000,Plane,100
Cape Town,14,38.0,Male,Chinese,Hostel,600,Plane,50
Cape Town,8,42.0,Male,Italian,Airbnb,3000,Plane,300
"Barcelona, Spain",7,31.0,Male,Dutch,Hotel,900,Plane,200
Cape Town,8,27.0,Female,British,Hostel,300,Train,150
Bali,7,50.0,Female,Italian,Hotel,4000,Plane,800
"Barcelona, Spain",13,26.0,Female,American,Hotel,800,Train,900
"Vancouver, Canada",11,28.0,Male,German,Airbnb,5000,Plane,2000
Paris,11,55.0,Female,Taiwan,Hostel,600,Plane,700
"Rome, Italy",13,23.0,Female,Canadian,Airbnb,500,Car,3000
Spain,8,31.0,Female,Brazil,Hostel,1200,Plane,300
Santorini,8,25.0,Male,Spanish,Hotel,600,Plane,700
Hawaii,8,45.0,Male,Vietnamese,Hotel,500,Plane,300
"Paris, France",12,33.0,Female,Australian,Airbnb,900,Plane,150
"Bangkok, Thailand",8,60.0,Male,British,Hotel,1800,Train,600
"Cancun, Mexico",8,29.0,Female,Canada,Hostel,800,Train,300
"Sydney, AUS",8,41.0,Male,UK,Hostel,700,Plane,2500
New York,7,38.0,Male,American,Airbnb,1000,Train,600
Brazil,13,27.0,Male,Korean,Airbnb,400,Plane,100
"Amsterdam, Netherlands",13,28.0,Male,South African,Hotel,200,Plane,600
"Amsterdam, Netherlands",10,31.0,Male,Australian,Airbnb,7000,Plane,900
"New York City, USA",8,38.0,Male,Spanish,Resort,1000,Train,400
Rome,10,26.0,Male,German,Hostel,1400,Plane,150
Thailand,7,39.0,Male,British,Hostel,200,Plane,800
"Bali, Indonesia",8,31.0,Male,American,Hotel,800,Plane,3000
New York,8,31.0,Male,Spain,Airbnb,700,Train,150
"Rio de Janeiro, Brazil",8,39.0,Male,British,Hotel,1200,Plane,800
"New York City, USA",8,25.0,Male,UK,Hostel,600,Plane,100
"Cancun, Mexico",11,31.0,Female,Korean,Airbnb,600,Plane,3000
Bangkok,11,26.0,Male,American,Hotel,700,Train,2000
New York,12,35.0,Male,Spanish,Hostel,900,Car rental,80
Sydney,11,29.0,Female,American,Hotel,400,Plane,100
Greece,11,29.0,Female,Emirati,Hotel,200,Train,2500
Barcelona,13,31.0,Male,American,Hostel,2000,Plane,3000
Sydney,8,32.0,Female,British,Hotel,500,Car rental,2500
Paris,8,26.0,Female,American,Hotel,800,Airplane,400
Rome,8,45.0,Female,American,Hotel,1400,Plane,100
"Cape Town, SA",13,29.0,Female,China,Airbnb,600,Plane,150
Tokyo,12,28.0,Male,Australian,Airbnb,1300,Plane,200
"Cape Town, SA",11,50.0,Male,American,Hotel,600,Plane,300
Brazil,12,45.0,Female,Vietnamese,Hotel,200,Train,900
Bali,8,31.0,Male,American,Airbnb,700,Plane,300
"Bali, Indonesia",11,31.0,Male,Canadian,Airbnb,200,Plane,300
Bangkok,10,25.0,Female,United Arab Emirates,Resort,900,Plane,20
"Rio de Janeiro, Brazil",7,28.0,Female,American,Hostel,1300,Airplane,150
"Bangkok, Thai",8,33.0,Female,Korean,Hostel,1000,Bus,500
Phuket,8,27.0,Male,South African,Airbnb,1400,Flight,1200
"Phuket, Thailand",8,41.0,Male,South Korean,Hotel,600,Plane,250
Cape Town,11,28.0,Male,South Korean,Hostel,1500,Train,120
Tokyo,7,42.0,Male,Australian,Hostel,1500,Plane,800
New York,7,25.0,Female,Australian,Airbnb,1000,Plane,600
"Sydney, Australia",11,39.0,Female,Korean,Resort,900,Car rental,300
"Bangkok, Thailand",9,35.0,Female,Korean,Resort,900,Plane,400
"New York City, USA",8,29.0,Female,South African,Hostel,1800,Plane,700
"Cape Town, SA",8,25.0,Male,Australian,Resort,300,Car rental,200
Santorini,7,35.0,Male,Chinese,Hotel,1400,Plane,100
Paris,7,41.0,Female,Moroccan,Hotel,500,Bus,2500
Sydney,12,27.0,Female,Brazilian,Hostel,800,Train,100
"Sydney, Australia",12,27.0,Male,Canadian,Hotel,150,Airplane,700
"Bangkok, Thailand",11,29.0,Male,Taiwan,Hotel,900,Car rental,100
Dubai,7,42.0,Male,Mexican,Hostel,1200,Plane,150
London,13,29.0,Male,Mexican,Airbnb,900,Car rental,150
"Seoul, South Korea",11,50.0,Male,German,Hostel,1000,Train,150
Bangkok,10,28.0,Female,Italian,Airbnb,500,Train,300
"Sydney, Australia",13,50.0,Male,American,Hotel,800,Plane,800
"Paris, France",8,39.0,Male,American,Hostel,700,Plane,800
"Sydney, Australia",14,43.0,Male,British,Hostel,1200,Train,600
Sydney,8,27.0,Female,Korean,Airbnb,600,Flight,2000
Australia,13,29.0,Female,South Korean,Resort,2000,Plane,50
Canada,8,25.0,Female,American,Resort,200,Plane,700
"Cancun, Mexico",11,35.0,Female,British,Hotel,300,Plane,700
"Berlin, Germany",11,28.0,Male,USA,Villa,1200,Plane,800
Paris,7,26.0,Female,Korean,Airbnb,2500,Train,400
"Bali, Indonesia",7,25.0,Male,South African,Hotel,1300,Plane,600
"Tokyo, Japan",11,45.0,Male,Chinese,Airbnb,800,Train,800
"New York, USA",7,26.0,Male,Australian,Airbnb,1000,Car,400
"Marrakech, Morocco",7,42.0,Female,Japanese,Airbnb,1200,Plane,500
"Rio de Janeiro, Brazil",12,42.0,Male,Korean,Hotel,800,Plane,100
"Barcelona, Spain",12,30.0,Male,Chinese,Hotel,300,Plane,350
Cape Town,11,31.0,Female,American,Hotel,1000,Plane,100
"Paris, France",7,28.0,Male,British,Hotel,700,Train,1000
"Sydney, Aus",8,29.0,Male,Indian,Hostel,300,Plane,100
Japan,12,33.0,Male,Canada,Resort,900,Train,1500
"Cancun, Mexico",8,25.0,Male,South African,Airbnb,1100,Bus,100
"Athens, Greece",8,45.0,Male,American,Hotel,1500,Bus,200
"Edinburgh, Scotland",8,31.0,Female,American,Hotel,1200,Train,300
"Marrakech, Morocco",7,37.0,Female,British,Hotel,500,Train,700
Sydney,7,39.0,Female,Indian,Hotel,1300,Plane,75
London,13,28.0,Male,American,Hotel,400,Plane,400
Bangkok,8,42.0,Female,Korean,Hotel,3000,Train,700
"Cancun, Mexico",7,31.0,Male,Indian,Hostel,1400,Plane,600
"New York, USA",11,45.0,Male,Mexican,Hotel,400,Flight,1200
"Tokyo, Japan",9,41.0,Male,Canadian,Airbnb,1200,Flight,600
Canada,7,31.0,Male,British,Resort,1200,Plane,1000
New York,8,27.0,Female,Chinese,Resort,400,Plane,700
Tokyo,12,28.0,Male,Taiwan,Airbnb,3000,Plane,1200
"Bali, Indonesia",8,33.0,Male,Indian,Airbnb,4000,Car rental,700
"Rome, Italy",10,28.0,Female,South African,Hotel,1200,Bus,800
"Paris, France",11,50.0,Male,Canadian,Hotel,1300,Plane,900
"Honolulu, Hawaii",8,26.0,Male,Australian,Hostel,2200,Bus,100
Bali,7,43.0,Male,British,Hotel,6000,Plane,800
Tokyo,7,46.0,Female,Australian,Hostel,600,Plane,100
Rio de Janeiro,7,48.0,Male,Japan,Hostel,3000,Bus,100
"Sydney, Australia",7,29.0,Male,Brazilian,Hotel,1200,Train,600
"Sydney, Aus",8,26.0,Male,Spanish,Airbnb,700,Airplane,150
"New York City, USA",13,31.0,Female,South Korean,Hotel,1000,Plane,400
Dubai,7,31.0,Male,Italian,Airbnb,1000,Car rental,500
Bali,8,39.0,Male,Taiwanese,Hotel,4000,Plane,700
Bali,9,27.0,Female,American,Hostel,900,Airplane,700
Paris,7,31.0,Female,Vietnamese,Resort,5000,Bus,1200
"Phuket, Thai",10,38.0,Male,South African,Airbnb,3000,Flight,600
Sydney,8,37.0,Female,Brazilian,Hotel,400,Train,700
"Phuket, Thailand",10,29.0,Female,Spanish,Hotel,400,Plane,800
"Rome, Italy",12,28.0,Female,Canadian,Hostel,1000,Plane,400
"Amsterdam, Netherlands",7,35.0,Female,American,Airbnb,1000,Plane,700
"Berlin, Germany",12,29.0,Male,Indian,Airbnb,900,Train,500
"Bangkok, Thailand",8,29.0,Female,Canada,Hostel,800,Car,300
"Sydney, Australia",7,38.0,Female,British,Hotel,7000,Car rental,700
Egypt,10,28.0,Male,Korean,Airbnb,300,Train,700
"Bangkok, Thailand",11,30.0,Male,Spanish,Villa,800,Bus,120
"Sydney, Aus",10,20.0,Female,Canadian,Hotel,1200,Plane,800
"London, UK",11,28.0,Male,Canadian,Hostel,1400,Train,700
"Rio de Janeiro, Brazil",8,31.0,Male,French,Resort,2200,Train,200
"Auckland, New Zealand",13,29.0,Female,French,Airbnb,400,Train,500
"Tokyo, Japan",8,29.0,Female,British,Airbnb,1000,Plane,100
"Paris, France",7,30.0,Male,South Korea,Resort,1200,Car rental,1000
"Phuket, Thai",7,35.0,Female,Spanish,Hotel,400,Train,1000
"London, UK",7,27.0,Female,Brazilian,Resort,1200,Flight,700
New York,8,25.0,Female,Brazilian,Villa,1800,Train,300
New York,7,31.0,Female,South Korean,Hostel,1000,Bus,100
Paris,8,25.0,Female,Moroccan,Resort,150,Plane,700
London,7,29.0,Male,Indian,Vacation rental,1200,Plane,700
"Cape Town, SA",7,32.0,Male,Indian,Airbnb,500,Car rental,800
"Tokyo, Japan",12,28.0,Male,Italian,Airbnb,1000,Plane,800
"Bali, Indonesia",9,27.0,Female,South Korean,Hotel,2200,Car rental,1000
"Paris, France",11,29.0,Female,UK,Airbnb,400,Plane,500
New York,8,33.0,Male,British,Villa,2000,Plane,150
London,8,27.0,Female,British,Hotel,300,Train,700
Cape Town,13,33.0,Female,Indian,Airbnb,1200,Car rental,2000
"Amsterdam, Netherlands",12,25.0,Female,Cambodia,Hotel,400,Airplane,150
"Dubai, United Arab Emirates",8,29.0,Female,South African,Airbnb,900,Plane,3000
"Paris, France",7,42.0,Female,German,Hotel,1000,Flight,600
Bangkok,7,45.0,Male,Korean,Hotel,700,Car,3000
London,10,40.0,Male,Korean,Airbnb,150,Flight,2000
Bali,12,31.0,Male,American,Hotel,600,Plane,100
Australia,13,27.0,Female,British,Hotel,1000,Plane,3000
"Athens, Greece",8,29.0,Male,Canadian,Hotel,1200,Car,800
"Bali, Indonesia",8,42.0,Male,Australian,Airbnb,1200,Train,300
"Phuket, Thailand",7,29.0,Female,Brazilian,Villa,1200,Plane,75
"Cancun, Mexico",13,31.0,Female,Korean,Hostel,400,Train,150
"Barcelona, Spain",8,45.0,Female,Korean,Airbnb,400,Flight,900
"Paris, France",14,28.0,Female,American,Vacation rental,800,Plane,150
Italy,8,29.0,Female,German,Hostel,5000,Airplane,350
Bali,8,42.0,Female,Canadian,Hostel,1000,Train,800
"Paris, France",14,32.0,Male,German,Hotel,5000,Plane,100
Tokyo,11,29.0,Male,Italy,Hotel,800,Bus,300
"Cancun, Mexico",8,29.0,Female,Korean,Airbnb,1200,Train,150
"Paris, France",7,41.0,Female,American,Hotel,200,Plane,1000
"Sydney, Australia",7,38.0,Male,Japan,Hotel,400,Flight,2000
"Bangkok, Thailand",8,35.0,Female,American,Hotel,1500,Flight,500
"Vancouver, Canada",11,25.0,Male,British,Hotel,6000,Flight,2500
Rome,7,35.0,Female,Spanish,Hotel,2500,Train,600
New York,8,27.0,Male,Taiwanese,Hotel,1400,Plane,100
Sydney,8,32.0,Male,American,Resort,300,Airplane,20
"Tokyo, Japan",8,35.0,Male,Mexican,Hotel,1200,Plane,500
"Vancouver, Canada",8,39.0,Male,Japan,Hostel,1000,Flight,700
London,13,33.0,Male,Australian,Airbnb,200,Plane,200
"Berlin, Germany",14,31.0,Female,Greece,Hotel,1100,Plane,900
"Edinburgh, Scotland",8,39.0,Female,Indian,Resort,900,Plane,100
Cape Town,7,41.0,Male,Vietnamese,Hotel,1000,Plane,100
"Rome, Italy",8,29.0,Male,Korean,Hotel,600,Flight,150
"New York, USA",8,27.0,Male,Chinese,Hotel,400,Ferry,100
Rio de Janeiro,8,27.0,Female,Indian,Airbnb,1100,Plane,800
Rome,8,26.0,Male,Korean,Hotel,700,Plane,100
"Bangkok, Thai",8,32.0,Male,American,Hotel,200,Plane,500
Sydney,8,39.0,Male,Canadian,Hotel,1300,Train,400
"Tokyo, Japan",10,29.0,Male,Indian,Hotel,300,Plane,300
"Sydney, Australia",8,36.0,Female,American,Hotel,1200,Plane,150
Paris,10,38.0,Female,New Zealander,Airbnb,1000,Train,50
"Auckland, New Zealand",7,45.0,Female,British,Vacation rental,1000,Plane,200
"Rome, Italy",7,27.0,Female,Vietnamese,Hotel,1000,Airplane,200
"New York, USA",7,35.0,Female,American,Hotel,5000,Bus,80
Bali,8,42.0,Male,American,Vacation rental,150,Car,800
"Tokyo, Japan",8,25.0,Female,American,Airbnb,1200,Plane,100
"New York City, USA",7,39.0,Female,American,Hotel,1500,Plane,250
Tokyo,8,41.0,Male,Germany,Airbnb,600,Train,700
"Seoul, South Korea",8,31.0,Male,Italian,Airbnb,700,Plane,1000
"Sydney, Aus",14,41.0,Male,Korean,Hotel,400,Train,200
"Bali, Indonesia",7,27.0,Female,Korean,Hotel,800,Plane,250
"Amsterdam, Netherlands",10,27.0,Male,British,Resort,180,Flight,800
Canada,8,26.0,Male,American,Hotel,600,Train,800
Bali,12,42.0,Male,Brazilian,Airbnb,200,Car rental,700
Rome,7,29.0,Male,Canadian,Airbnb,800,Train,150
"Amsterdam, Netherlands",7,42.0,Male,Italian,Airbnb,1100,Train,3000
Greece,12,41.0,Female,British,Hotel,400,Plane,200
Sydney,8,31.0,Male,Australian,Hostel,900,Plane,100
"Honolulu, Hawaii",13,55.0,Female,South Korean,Hotel,3000,Car rental,300
"New York City, USA",8,39.0,Female,Italy,Hotel,800,Bus,500
"Bangkok, Thailand",7,26.0,Male,Canadian,Hostel,1200,Car rental,400
Egypt,7,29.0,Male,Australian,Airbnb,300,Plane,2000
Seoul,11,30.0,Female,British,Hostel,1300,Flight,700
Thailand,8,27.0,Female,Canadian,Airbnb,800,Plane,250
"London, UK",7,26.0,Female,South African,Hotel,1000,Car,1000
"New York City, USA",7,29.0,Female,Dutch,Airbnb,7000,Flight,300
"Auckland, New Zealand",13,24.0,Male,South Korea,Hostel,2000,Train,800
"Rome, Italy",12,26.0,Male,Spanish,Hotel,8000,Train,700
Tokyo,9,26.0,Female,British,Hostel,2500,Car rental,20
"Rio de Janeiro, Brazil",10,42.0,Female,Dutch,Airbnb,7000,Plane,1500
"Bali, Indonesia",8,27.0,Female,Indonesian,Hotel,400,Plane,100
"Rio de Janeiro, Brazil",13,55.0,Female,United Kingdom,Hotel,5000,Airplane,900
Paris,13,38.0,Female,American,Hotel,2000,Train,120
"Paris, France",7,29.0,Male,Spanish,Resort,1000,Plane,300
Amsterdam,13,45.0,Male,South African,Airbnb,400,Plane,3000
Dubai,14,38.0,Female,British,Hostel,200,Plane,700
Tokyo,14,27.0,Female,Chinese,Hotel,600,Plane,500
New York,8,31.0,Male,American,Hostel,1000,Plane,800
"Cancun, Mexico",13,42.0,Male,British,Hotel,900,Train,2500
London,11,29.0,Male,Australian,Hotel,7000,Plane,400
Dubai,8,45.0,Female,Italian,Hotel,400,Train,200
"Bali, Indonesia",7,38.0,Male,South African,Hostel,7000,Plane,700
"Cape Town, SA",11,30.0,Female,Australian,Hostel,1500,Train,200
Bali,8,42.0,Male,Singapore,Airbnb,200,Bus,100
"Bali, Indonesia",13,26.0,Female,Canadian,Hostel,400,Flight,900
New York,8,26.0,Female,British,Hotel,800,Car rental,300
"Amsterdam, Netherlands",12,39.0,Female,Scottish,Hotel,1100,Plane,300
New York,7,43.0,Female,British,Airbnb,800,Subway,900
Brazil,7,24.0,Female,American,Hotel,500,Plane,2500
"Bali, Indonesia",8,45.0,Male,American,Airbnb,500,Bus,400
"Cancun, Mexico",7,27.0,Male,Moroccan,Hostel,500,Plane,400
Cape Town,7,25.0,Male,Spanish,Hotel,400,Bus,1000
"Phuket, Thai",8,50.0,Female,Chinese,Hotel,900,Car rental,100
"Rio de Janeiro, Brazil",9,31.0,Female,Spanish,Hotel,900,Plane,500
Bangkok,7,25.0,Female,Chinese,Airbnb,900,Plane,900
Rome,7,41.0,Male,British,Hostel,1200,Flight,2000
"Auckland, New Zealand",8,29.0,Female,Spanish,Hostel,900,Plane,2000
New York,7,25.0,Male,Emirati,Airbnb,900,Plane,350
London,8,45.0,Female,Australian,Airbnb,6000,Plane,2000
"Rio de Janeiro, Brazil",8,45.0,Male,British,Airbnb,800,Car rental,200
London,9,55.0,Female,Brazilian,Airbnb,1000,Train,1000
Amsterdam,8,42.0,Male,Cambodia,Airbnb,800,Car,50
Dubai,7,31.0,Female,American,Hotel,900,Train,1200
"Rome, Italy",8,32.0,Male,South Korea,Hotel,2000,Train,600
"London, UK",10,31.0,Male,Brazilian,Resort,400,Subway,100
"Rio de Janeiro, Brazil",14,30.0,Female,Vietnamese,Hotel,7000,Car rental,800
"Rome, Italy",7,32.0,Male,Dutch,Hotel,1500,Car rental,500
Phuket,9,45.0,Female,Spanish,Hotel,700,Plane,400
Bangkok,12,45.0,Female,Canadian,Vacation rental,150,Plane,150
"Paris, France",13,20.0,Male,American,Hotel,1400,Car,800
"Rome, Italy",8,45.0,Female,Indonesian,Airbnb,600,Ferry,300
New York,13,33.0,Male,Spanish,Airbnb,500,Plane,150
"Sydney, Australia",13,45.0,Female,British,Guesthouse,700,Car,500
"Cape Town, SA",12,32.0,Female,British,Vacation rental,800,Plane,2000
"Bali, Indonesia",14,33.0,Female,Moroccan,Hotel,600,Train,50
"New York, USA",14,28.0,Female,New Zealander,Hotel,1500,Car rental,800
"Vancouver, Canada",7,30.0,Male,Vietnamese,Hostel,1100,Plane,500
France,10,29.0,Male,Greece,Airbnb,500,Flight,600
"Rio de Janeiro, Brazil",13,26.0,Male,Taiwan,Hotel,700,Plane,350
"Tokyo, Japan",8,28.0,Male,German,Hostel,500,Train,150
Bangkok,8,24.0,Male,Emirati,Hotel,300,Plane,1200
"Honolulu, Hawaii",7,23.0,Female,French,Resort,1300,Bus,800
"Bali, Indonesia",8,26.0,Female,Spanish,Resort,300,Car rental,800
"Edinburgh, Scotland",10,39.0,Female,Brazilian,Hostel,1000,Bus,400
"Cancun, Mexico",7,45.0,Female,Chinese,Hotel,1000,Plane,250
"Cancun, Mexico",8,37.0,Male,Canada,Resort,1000,Plane,100
"Rio de Janeiro, Brazil",13,33.0,Male,Taiwan,Hotel,400,Car rental,500
"Cancun, Mexico",13,29.0,Male,British,Hotel,900,Train,300
Bali,8,35.0,Female,American,Resort,800,Car rental,300
New York,8,25.0,Female,British,Hotel,400,Flight,1200
Bali,8,45.0,Female,Canadian,Hotel,400,Train,100
"Paris, France",7,32.0,Female,Vietnamese,Hostel,500,Plane,2000
"Amsterdam, Netherlands",8,27.0,Female,Australian,Hostel,800,Flight,900
Greece,12,48.0,Female,American,Resort,1300,Train,200
"Sydney, Australia",7,33.0,Female,Spanish,Airbnb,800,Plane,500
"Athens, Greece",11,31.0,Female,Chinese,Airbnb,500,Car rental,100
"Tokyo, Japan",10,32.0,Male,Italian,Hotel,1000,Train,20
Cape Town,8,33.0,Female,Moroccan,Hostel,500,Car rental,150
Santorini,7,33.0,Female,Hong Kong,Hostel,2000,Train,600
"Bangkok, Thailand",9,25.0,Male,Moroccan,Hostel,5000,Plane,1000
New York,7,30.0,Male,American,Vacation rental,1800,Plane,1200
"Vancouver, Canada",8,29.0,Female,Canadian,Hotel,6000,Plane,900
"Vancouver, Canada",12,35.0,Female,Canada,Hostel,800,Car rental,250
Paris,10,31.0,Female,Taiwan,Hotel,1500,Car,400
Hawaii,6,45.0,Female,American,Hotel,2000,Plane,3000
"Berlin, Germany",9,27.0,Male,American,Hotel,200,Train,50
Phuket,10,38.0,Male,French,Airbnb,1000,Flight,1000
"Rome, Italy",8,25.0,Male,Chinese,Hotel,900,Flight,500
Canada,8,41.0,Female,British,Airbnb,400,Bus,200
"Dubai, United Arab Emirates",11,28.0,Male,Australian,Airbnb,1200,Train,600
Phuket,8,28.0,Male,German,Hotel,1300,Train,300
Bangkok,9,45.0,Female,Chinese,Hotel,1000,Plane,1000
Paris,7,37.0,Female,Spanish,Hotel,1300,Train,150
"Sydney, Aus",11,33.0,Male,Spanish,Hotel,150,Train,300
Sydney,12,29.0,Male,American,Resort,900,Plane,700
Barcelona,7,32.0,Female,Moroccan,Hotel,2000,Plane,300
Sydney,7,45.0,Female,Italian,Guesthouse,6000,Plane,300
"Sydney, Australia",11,42.0,Female,Brazilian,Vacation rental,700,Plane,400
Bangkok,7,39.0,Male,Canada,Airbnb,3000,Bus,50
"Paris, France",7,33.0,Male,Indian,Airbnb,700,Bus,100
Bangkok,8,31.0,Female,Spanish,Resort,800,Car,80
"Paris, France",8,35.0,Male,Italian,Hotel,200,Flight,600
Cape Town,8,25.0,Male,British,Airbnb,500,Plane,100
"Los Angeles, USA",14,42.0,Male,American,Airbnb,900,Train,50
"Rome, Italy",12,45.0,Male,Indian,Villa,1100,Plane,200
Italy,7,27.0,Male,UK,Airbnb,1000,Bus,2500
London,10,39.0,Female,USA,Hotel,1000,Train,700
"Bali, Indonesia",8,29.0,Male,Australian,Airbnb,900,Train,300
"Cancun, Mexico",9,30.0,Female,South African,Hotel,1000,Plane,50
"London, UK",8,29.0,Female,South Korea,Airbnb,400,Train,300
"Sydney, Australia",8,29.0,Female,Korean,Resort,600,Airplane,700
"Sydney, Australia",8,31.0,Female,Australian,Vacation rental,400,Plane,200
"Seoul, South Korea",7,24.0,Female,American,Vacation rental,800,Plane,500
"Bangkok, Thai",12,31.0,Male,Indian,Hotel,6000,Plane,800
"New York, USA",8,27.0,Female,Spanish,Hotel,1300,Car rental,800
"Rio de Janeiro, Brazil",7,25.0,Male,American,Hotel,1400,Train,500
Barcelona,8,41.0,Male,Brazilian,Hostel,800,Plane,500
Rome,10,45.0,Female,British,Hostel,600,Train,800
Bali,7,28.0,Female,Italian,Hotel,400,Plane,200
"Vancouver, Canada",12,23.0,Male,Mexican,Airbnb,700,Plane,200
"Berlin, Germany",9,31.0,Male,Australian,Villa,800,Plane,200
"Tokyo, Japan",8,48.0,Male,Chinese,Villa,900,Plane,1500
Rome,8,27.0,Male,Australian,Hotel,1500,Flight,300
Paris,11,27.0,Male,Indian,Hotel,800,Plane,250
"Barcelona, Spain",8,33.0,Female,South Korea,Villa,900,Plane,500
Paris,11,29.0,Female,Brazilian,Hotel,800,Plane,400
Paris,10,33.0,Male,Emirati,Hostel,400,Plane,500
"Tokyo, Japan",8,29.0,Female,British,Riad,2000,Plane,100
